Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
143885,0,0.2547,51,1,0.0529,5152.38,3,0,2,0,2.0
143886,0,0.2035,40,0,0.3448,2607.84,5,0,1,0,1.0
143887,0,0.3706,79,0,0.0446,,8,0,0,1,1.0
143888,1,0.3033,27,0,0.7466,999.49,6,0,1,0,0.0
143889,0,0.3494,21,0,1.0609,6598.4,4,0,1,1,2.0
143890,0,0.4288,56,0,0.6101,11252.62,9,0,1,0,0.0
143891,0,0.2419,66,1,0.3237,4288.78,14,0,0,0,1.0
143892,1,0.3352,27,0,1.0566,3699.42,6,0,4,0,2.0
143893,1,0.3381,41,1,0.8442,,7,1,2,1,0.0
143894,0,0.2213,51,0,0.2052,2760.91,7,0,2,1,1.0
143895,0,0.6799,41,0,0.5737,,11,1,1,0,0.0
143896,0,0.3773,73,0,1.0162,2945.36,13,0,1,1,0.0
143897,0,0.3266,42,0,0.2918,,8,1,1,0,1.0
143898,0,0.2622,69,1,0.7106,,8,0,1,0,1.0
143899,0,0.1729,32,0,0.4824,1566.21,3,0,1,0,3.0
143900,0,0.4683,29,0,0.7436,2677.74,7,0,0,0,0.0
143901,0,0.1712,18,0,1.4817,1762.61,11,0,1,0,0.0
143902,0,0.2072,59,0,0.2803,2943.77,10,0,2,0,0.0
143903,0,0.2146,73,0,0.9256,5012.3,7,0,1,0,2.0
143904,0,0.157,26,1,0.6724,10426.4,5,0,0,0,0.0
143905,0,0.2911,76,1,0.7384,2550.99,8,0,0,0,1.0
143906,0,0.5171,31,0,1.197,2228.32,7,0,2,1,1.0
143907,0,0.4774,58,0,0.2602,4993.82,10,0,0,0,1.0
143908,0,0.1632,71,0,0.1579,1902.84,11,0,0,1,1.0
143909,0,0.5314,48,0,0.7184,,7,0,2,0,0.0
143910,0,0.2113,41,0,0.9793,1317.84,8,0,3,0,0.0
143911,0,0.1203,73,0,0.5655,774.18,8,0,1,0,0.0
143912,0,0.227,70,0,0.6316,3132.12,7,0,0,0,1.0
143913,0,0.4305,69,0,1.0959,4436.21,7,1,1,0,0.0
143914,0,0.074,27,1,3.0,2180.15,10,0,2,0,1.0
143915,0,0.4106,59,1,0.4086,,9,0,1,0,2.0
143916,0,0.5573,60,0,2.4627,3953.15,8,0,1,0,1.0
143917,0,0.2681,35,0,0.5597,767.16,9,0,0,0,1.0
143918,0,0.041,20,0,0.7948,2358.73,8,0,1,0,3.0
143919,0,0.3096,76,0,2.1759,7435.19,8,0,0,0,1.0
143920,0,0.0329,29,1,0.2434,1843.71,8,0,1,1,0.0
143921,0,0.3702,52,1,0.9575,2829.25,4,0,3,0,0.0
143922,0,0.635,61,0,0.7422,4208.81,7,0,0,0,1.0
143923,1,0.4406,71,1,3.0,1828.27,4,0,1,0,1.0
143924,0,0.6855,40,0,0.5538,8086.9,9,0,0,0,0.0
143925,0,0.5697,39,0,0.3544,2263.06,10,0,1,0,2.0
143926,0,0.1791,28,1,0.2469,1448.73,5,0,1,0,1.0
143927,0,0.3998,63,0,2.3186,1396.98,11,0,3,0,1.0
143928,0,0.1847,66,2,0.2493,3721.0,4,0,2,0,1.0
143929,0,0.5693,40,1,1.297,,9,0,0,0,0.0
143930,0,0.2429,29,0,0.1901,2307.74,12,1,0,0,0.0
143931,0,0.1061,46,0,0.4778,13360.31,14,0,3,1,1.0
143932,1,0.3317,42,1,0.4929,6875.03,6,1,0,0,0.0
143933,0,0.2061,41,1,0.329,3948.28,10,0,0,0,0.0
143934,0,0.5097,76,1,0.4198,,8,0,1,0,0.0
143935,0,0.2007,70,0,1.4162,2676.69,10,0,4,0,2.0
143936,0,0.299,21,0,0.635,1133.89,11,0,1,0,1.0
143937,0,0.5568,54,0,0.157,2870.18,10,0,0,0,0.0
143938,1,0.4829,46,0,0.6856,1748.74,4,1,0,0,0.0
143939,0,0.1586,20,0,0.3944,,3,0,0,0,0.0
143940,0,0.4496,48,0,2.5959,,8,0,2,0,0.0
143941,0,0.4003,42,0,0.2212,6066.06,4,0,2,0,0.0
143942,0,0.1339,64,0,0.1069,1957.62,9,0,0,0,1.0
143943,0,0.3043,54,0,3.0,2544.02,5,0,4,0,3.0
143944,0,0.3059,40,1,0.1118,,11,0,0,0,1.0
143945,0,0.0759,72,2,0.3142,2961.31,5,1,3,0,1.0
143946,0,0.4129,66,0,0.0898,1144.79,11,0,2,0,0.0
143947,0,0.2284,39,1,0.1964,2068.54,11,0,0,0,1.0
143948,0,0.4308,46,0,0.4412,6364.36,12,0,1,0,0.0
143949,0,0.1459,53,0,0.7702,,14,0,0,0,0.0
143950,0,0.296,68,0,0.7273,4704.4,6,0,0,0,0.0
143951,0,0.3899,30,1,0.5487,2064.67,11,0,1,0,0.0
143952,0,0.2294,20,0,0.0215,2453.81,8,0,1,1,2.0
143953,0,0.4442,63,0,0.2442,5587.34,9,0,0,0,0.0
143954,0,0.2476,39,0,0.0945,,10,0,0,0,1.0
143955,0,0.123,66,0,0.7165,,10,0,2,0,0.0
143956,0,0.3109,70,0,0.3085,3160.09,5,0,1,0,0.0
143957,0,0.0956,53,0,0.4378,5863.22,9,0,0,0,1.0
143958,0,0.2789,27,0,0.4672,2504.2,5,0,1,0,1.0
143959,0,0.4068,73,0,0.0711,2465.87,7,1,2,0,0.0
143960,0,0.5321,26,0,0.0648,1811.52,13,0,2,0,0.0
143961,0,0.0964,73,0,3.0,2136.39,9,0,2,0,2.0
143962,0,0.1244,72,1,2.2365,,12,0,3,0,2.0
143963,0,0.2888,36,0,1.3093,2298.1,8,0,1,1,1.0
143964,0,0.139,25,0,0.7459,2635.25,5,0,1,0,0.0
143965,0,0.3104,50,0,0.3763,,11,0,0,0,0.0
143966,0,0.057,37,0,0.0272,,4,0,1,1,0.0
143967,0,0.4812,47,0,0.1902,2186.08,7,1,1,1,0.0
143968,0,0.3578,52,0,0.2759,2458.62,8,0,2,0,2.0
143969,0,0.1855,76,1,0.7122,2960.38,8,0,1,0,3.0
143970,0,0.055,48,0,1.2874,3318.24,9,0,1,1,1.0
143971,0,0.1503,36,0,0.1012,,9,0,0,0,1.0
143972,0,0.0952,67,2,0.0808,2019.13,5,0,2,0,2.0
143973,0,0.23,72,0,0.2816,4335.02,5,0,0,0,0.0
143974,0,0.0957,63,0,0.6577,7798.37,10,0,1,0,0.0
143975,0,0.392,31,0,0.1974,17225.04,9,0,0,0,0.0
143976,1,0.2607,27,0,1.395,1353.46,6,0,1,0,2.0
143977,0,0.1604,20,0,2.5517,3025.79,11,0,3,1,3.0
143978,0,0.1143,72,1,0.1215,966.26,9,0,0,1,1.0
143979,1,0.588,51,1,0.5111,1471.19,6,0,0,0,1.0
143980,0,0.3311,68,0,3.0,2974.04,8,0,4,0,1.0
143981,0,0.278,45,0,0.1982,2531.29,12,1,1,0,1.0
143982,0,0.151,36,0,0.0579,1496.43,8,0,1,1,0.0
143983,0,0.1981,56,0,0.1305,8892.82,12,0,1,0,2.0
143984,0,0.2435,43,2,0.8032,,2,0,3,0,1.0
143985,0,0.721,21,1,0.5148,5749.3,14,0,2,0,2.0
143986,0,0.2647,29,0,0.3136,1308.43,6,0,2,0,1.0
143987,0,0.1237,43,0,0.2807,8557.83,6,0,2,1,0.0
143988,0,0.4546,24,0,0.1795,2431.07,8,0,1,0,0.0
143989,0,0.3678,20,0,0.1508,854.2,7,0,0,0,5.0
143990,0,0.4846,43,0,0.3998,2583.52,5,0,0,0,0.0
143991,0,0.1233,74,0,0.4719,6406.27,5,0,2,0,
143992,0,0.2394,19,2,0.4943,547.58,2,0,0,0,0.0
143993,0,0.5057,29,0,0.3195,3144.46,5,0,4,0,1.0
143994,0,0.4564,76,1,0.2741,7860.42,13,0,2,0,0.0
143995,0,0.2896,78,0,0.3052,2530.27,3,0,1,0,2.0
143996,0,0.021,49,0,0.1443,,8,0,2,0,0.0
143997,0,0.4425,68,0,0.2945,1292.94,9,0,2,0,3.0
143998,0,0.6473,77,0,2.1377,1643.1,7,0,0,1,0.0
143999,0,0.1879,55,0,0.1853,1245.74,8,0,0,0,0.0
144000,0,0.0527,28,1,0.1535,7416.63,11,0,0,1,0.0
144001,0,0.0335,49,0,0.5787,4081.84,10,0,1,0,1.0
144002,0,0.6572,77,0,1.2291,1232.38,9,0,0,0,2.0
144003,0,0.2066,62,0,1.4316,3240.55,12,0,2,0,1.0
144004,0,0.0637,32,0,0.1829,,7,0,1,0,1.0
144005,0,0.217,71,0,0.2314,3668.33,10,0,1,0,0.0
144006,0,0.1063,23,0,0.2207,2909.68,8,0,0,0,5.0
144007,0,0.2968,43,0,0.1913,,11,0,0,0,1.0
144008,0,0.7846,25,2,0.971,,4,0,1,0,0.0
144009,0,0.1277,25,0,1.2642,1435.86,11,0,1,0,1.0
144010,1,0.119,55,0,0.0837,1956.17,9,0,1,1,1.0
144011,0,0.1671,25,0,0.3318,9470.13,10,0,0,1,1.0
144012,0,0.2527,34,1,0.4889,3796.77,3,0,0,0,0.0
144013,0,0.1293,56,0,0.7048,3413.72,6,0,1,0,0.0
144014,0,0.0877,36,0,0.1311,,10,0,1,0,3.0
144015,0,0.329,78,0,0.1864,5718.63,6,0,3,0,1.0
144016,0,0.3051,20,1,0.428,,6,0,0,0,1.0
144017,0,0.6574,58,1,0.386,3637.02,9,0,1,0,2.0
144018,0,0.2658,66,0,0.6037,3023.69,11,0,1,0,1.0
144019,0,0.1523,26,0,0.6028,,9,0,3,0,0.0
144020,0,0.1456,70,0,0.1112,1593.76,4,0,2,0,0.0
144021,1,0.0984,63,0,0.9453,,6,0,2,0,1.0
144022,0,0.1672,74,1,0.3117,4777.92,9,0,0,0,0.0
144023,1,0.566,50,0,1.5279,3175.9,5,0,3,0,0.0
144024,0,0.3426,49,2,0.1264,3574.33,8,0,1,0,0.0
144025,0,0.1855,49,0,0.5603,3995.55,3,0,0,0,0.0
144026,0,0.095,23,1,0.1561,,10,0,0,0,1.0
144027,0,0.1655,66,0,0.7216,3187.24,14,0,1,0,0.0
144028,0,0.3652,66,1,0.3169,942.26,8,0,1,0,0.0
144029,0,0.2492,79,0,0.0799,3237.85,9,0,0,0,1.0
144030,0,0.4582,70,0,0.0173,1010.66,7,0,0,0,0.0
144031,0,0.2354,76,2,0.2809,3662.78,11,0,3,1,2.0
144032,0,0.2077,46,0,0.446,2583.69,4,0,1,0,0.0
144033,0,0.099,79,0,0.5653,2503.74,11,0,1,0,2.0
144034,0,0.3081,54,1,0.5985,5025.0,10,0,2,1,1.0
144035,0,0.4329,34,1,0.4985,4335.48,14,0,2,0,2.0
144036,0,0.6415,67,0,0.1023,8251.66,7,0,0,0,0.0
144037,0,0.3399,79,0,1.002,1877.63,5,0,0,0,1.0
144038,0,0.3947,36,0,0.3308,2763.76,9,0,0,0,1.0
144039,0,0.263,48,0,0.1361,3059.16,9,0,1,1,1.0
144040,0,0.3839,36,0,0.2664,4434.34,10,0,0,0,0.0
144041,0,0.122,40,0,0.1689,3593.08,5,0,3,0,1.0
144042,0,0.3399,67,0,0.0969,1817.12,9,0,3,0,0.0
144043,1,0.0755,64,0,0.811,2754.12,3,1,1,0,0.0
144044,0,0.2886,52,0,0.0738,2736.1,5,1,2,0,0.0
144045,0,0.3595,31,1,0.9195,2153.65,9,0,1,1,1.0
144046,0,0.1922,18,1,2.3182,3149.44,6,0,0,0,0.0
144047,0,0.0576,66,1,0.2876,,6,0,2,0,0.0
144048,1,0.2176,50,0,0.0418,,8,0,1,0,1.0
144049,0,0.4858,66,0,0.3714,,4,0,2,0,1.0
144050,0,0.3382,53,0,3.0,,7,0,1,0,1.0
144051,0,0.1672,18,0,2.0552,,4,0,1,0,2.0
144052,0,0.5021,37,0,0.2402,2755.89,4,0,0,0,0.0
144053,0,0.0535,39,0,0.0255,,6,0,1,0,1.0
144054,0,0.3458,52,0,1.1251,1619.19,6,0,5,0,2.0
144055,0,0.4166,20,0,0.0963,4498.33,14,1,2,0,0.0
144056,0,0.1736,29,0,0.0604,3331.08,9,0,1,0,0.0
144057,0,0.3647,60,1,0.1312,4266.35,10,0,0,2,0.0
144058,0,0.3313,54,1,0.0293,3877.63,3,0,1,0,1.0
144059,0,0.3678,75,1,0.0612,3240.34,8,0,0,0,
144060,0,0.5268,30,0,0.1015,,11,0,1,0,2.0
144061,0,0.3227,29,1,0.3619,1517.88,6,0,0,0,0.0
144062,1,0.2661,19,0,3.0,,10,0,0,0,0.0
144063,0,0.4183,79,0,1.0933,5242.98,8,0,0,0,1.0
144064,0,0.554,37,0,1.0476,4025.76,10,0,0,0,1.0
144065,0,0.1781,18,1,1.6603,,8,0,0,0,2.0
144066,0,0.1255,75,0,0.0976,2562.05,7,0,1,0,0.0
144067,1,0.0756,77,5,0.4074,,8,0,2,0,1.0
144068,0,0.1334,58,0,0.2545,,11,0,2,0,3.0
144069,0,0.2978,52,0,0.244,1494.66,7,0,0,0,0.0
144070,0,0.2993,41,0,0.0303,,7,0,2,0,0.0
144071,0,0.4801,69,3,0.3628,1916.52,6,0,1,0,1.0
144072,0,0.5609,55,0,0.7513,1292.71,5,0,2,0,0.0
144073,0,0.4813,43,0,0.9683,,7,1,1,0,1.0
144074,0,0.1338,28,1,0.6996,2404.0,6,0,1,0,3.0
144075,0,0.2598,69,2,0.2093,1747.61,13,0,0,0,2.0
144076,0,0.3543,69,0,0.2877,,13,1,2,1,1.0
144077,0,0.3205,60,0,1.4102,5215.97,9,0,1,1,0.0
144078,0,0.1486,79,0,1.0669,,6,0,1,0,0.0
144079,0,0.3074,32,1,0.7631,3038.04,11,0,3,1,0.0
144080,0,0.136,23,2,2.7413,5669.48,6,0,1,0,1.0
144081,0,0.0639,57,0,0.3885,2728.27,7,0,0,0,0.0
144082,0,0.3546,26,2,1.294,1602.23,8,0,1,0,0.0
144083,0,0.3097,67,0,0.1451,6756.35,11,0,0,0,0.0
144084,0,0.5764,23,0,0.1318,2576.23,9,0,0,0,0.0
144085,0,0.2834,34,1,0.307,,9,0,1,0,0.0
144086,0,0.2535,40,2,0.5228,889.17,8,0,1,1,0.0
144087,1,0.2797,75,1,2.5219,3818.22,8,0,1,0,0.0
144088,0,0.2693,48,1,0.5624,6264.7,6,0,1,0,0.0
144089,1,0.4797,33,0,1.4588,787.64,7,0,0,0,1.0
144090,0,0.3215,68,0,0.0683,3203.77,9,0,1,0,0.0
144091,0,0.1698,74,2,0.1488,905.19,5,0,0,0,2.0
144092,0,0.2853,39,0,0.0713,3282.55,6,0,1,1,0.0
144093,0,0.3389,33,0,0.1225,,5,0,2,0,0.0
144094,0,0.2777,62,0,0.1005,1207.09,8,0,0,0,1.0
144095,0,0.386,78,0,0.1999,2207.91,5,0,0,0,
144096,0,0.2487,29,0,0.5935,10741.04,12,0,0,0,2.0
144097,0,0.1078,26,0,0.171,,8,0,0,0,1.0
144098,0,0.1734,23,1,0.1359,,8,0,1,0,0.0
144099,0,0.0391,21,1,0.1346,3512.19,8,0,2,0,1.0
144100,0,0.2674,55,1,0.4105,,7,0,0,0,0.0
144101,1,0.1232,34,0,0.77,,12,0,0,0,0.0
144102,0,0.3243,75,0,0.2896,7029.86,8,0,3,1,0.0
144103,0,0.4223,73,1,0.1099,1069.55,11,0,0,0,2.0
144104,0,0.4582,27,1,1.3425,4057.14,7,0,1,0,0.0
144105,0,0.0081,57,1,0.1487,1718.19,7,0,0,0,2.0
144106,0,0.1334,52,0,0.2783,11546.82,9,0,0,0,0.0
144107,1,0.8251,64,0,3.0,3901.97,5,1,0,0,0.0
144108,1,0.2263,38,0,0.0638,1403.94,9,0,0,1,0.0
144109,0,0.2111,70,1,1.3177,4958.68,3,0,1,0,0.0
144110,0,0.2186,36,0,0.1083,596.1,7,0,1,1,0.0
144111,0,0.2196,44,0,0.5412,602.07,9,0,2,1,0.0
144112,0,0.1659,28,1,0.2621,1672.72,7,0,0,0,0.0
144113,0,0.0815,23,0,1.5368,,4,0,1,0,1.0
144114,0,0.1182,76,0,0.2354,6342.0,5,0,1,0,2.0
144115,0,0.1247,58,0,0.6824,,10,0,0,0,1.0
144116,0,0.2101,60,1,0.1173,6429.19,13,0,2,0,0.0
144117,0,0.5195,45,0,0.2416,2272.37,10,0,0,0,2.0
144118,1,0.3107,20,0,0.536,,4,0,1,0,1.0
144119,1,0.5418,58,0,1.2329,3735.9,8,0,2,0,0.0
144120,0,0.0733,62,0,0.1278,3862.48,10,0,0,0,0.0
144121,0,0.1717,41,0,0.1269,,8,0,0,0,3.0
144122,0,0.3842,54,1,0.1605,5183.96,12,0,3,0,1.0
144123,0,0.1914,30,1,0.0672,2481.97,10,0,2,0,
144124,0,0.1971,32,2,0.1505,7882.12,7,0,1,0,0.0
144125,0,0.3573,26,0,0.8182,8820.52,7,0,1,0,3.0
144126,0,0.2146,56,1,1.4009,,5,0,2,0,1.0
144127,0,0.3476,52,0,0.0355,5013.65,10,0,0,0,1.0
144128,0,0.2948,75,0,0.2071,2353.78,7,0,0,0,1.0
144129,0,0.2294,62,0,0.1758,,6,0,1,1,0.0
144130,0,0.1976,78,1,0.0343,,6,0,1,0,3.0
144131,0,0.4685,35,0,0.4494,8125.09,10,0,0,0,1.0
144132,0,0.2999,60,2,0.2816,,8,0,0,0,0.0
144133,1,0.1735,70,0,0.6202,3083.73,5,0,1,0,1.0
144134,0,0.4358,20,0,0.3397,2420.44,10,0,1,0,0.0
144135,0,0.2322,45,1,3.0,1647.87,3,1,0,1,2.0
144136,0,0.2863,33,0,2.4065,640.89,10,0,1,1,1.0
144137,0,0.4899,59,0,1.1952,9527.77,4,0,0,0,1.0
144138,0,0.3292,58,1,0.4572,4092.24,5,0,0,1,0.0
144139,1,0.2093,64,0,0.3026,1390.54,9,0,0,0,3.0
144140,0,0.0724,60,1,0.4353,2677.4,10,0,0,1,0.0
144141,0,0.134,75,0,0.0959,4749.93,7,0,1,0,1.0
144142,0,0.3189,40,1,0.0857,2307.96,6,0,0,0,1.0
144143,0,0.2983,49,1,0.2525,9056.05,12,0,2,0,1.0
144144,0,0.6399,27,1,0.7199,2386.68,7,0,1,0,0.0
144145,0,0.5748,75,0,0.2607,2063.37,10,0,2,0,2.0
144146,0,0.3501,73,0,0.2495,2887.8,8,0,1,1,1.0
144147,0,0.4157,55,0,0.4837,4330.36,16,0,0,0,1.0
144148,0,0.023,74,1,0.2173,,5,0,3,1,1.0
144149,0,0.1137,55,1,0.3828,4264.03,9,0,1,0,2.0
144150,1,0.2867,30,0,3.0,4510.22,4,0,1,0,0.0
144151,0,0.333,32,0,0.124,1982.24,7,0,0,1,1.0
144152,0,0.4482,45,0,0.1379,12835.4,10,0,0,0,2.0
144153,0,0.3068,30,1,0.0412,,8,1,1,0,2.0
144154,0,0.015,52,0,0.0856,4831.49,8,0,1,0,0.0
144155,1,0.481,19,0,0.8276,,10,0,1,0,1.0
144156,0,0.1848,78,0,0.1005,6449.88,3,0,3,0,1.0
144157,0,0.1913,18,0,0.0468,5721.09,7,0,0,0,0.0
144158,0,0.186,58,0,0.0456,3807.32,6,1,0,0,1.0
144159,1,0.0319,49,1,0.0618,3851.68,6,1,4,0,0.0
144160,0,0.1855,47,0,0.3628,3559.98,8,0,2,0,1.0
144161,0,0.2251,39,1,0.3416,1683.2,5,0,2,2,1.0
144162,0,0.221,21,0,0.1087,2225.62,10,0,1,1,1.0
144163,0,0.2021,70,0,0.3887,11704.73,8,0,1,1,2.0
144164,0,0.3059,63,0,0.5238,2521.42,7,0,2,0,
144165,1,0.2534,41,1,1.4605,4458.25,8,1,0,0,2.0
144166,0,0.0243,31,0,0.2131,832.39,7,0,1,0,0.0
144167,0,0.3056,34,1,0.0791,2053.47,13,0,0,0,
144168,0,0.1533,31,0,1.2825,,5,0,0,0,2.0
144169,0,0.7827,57,0,0.097,5002.88,4,0,1,0,1.0
144170,0,0.3652,56,0,2.346,2402.17,4,0,1,0,0.0
144171,0,0.297,58,0,0.4971,5899.53,9,1,1,0,0.0
144172,0,0.168,79,0,0.5133,3063.03,10,0,2,0,1.0
144173,0,0.3113,69,1,0.473,5550.76,4,0,3,1,0.0
144174,1,0.2298,44,1,0.0159,1960.51,7,0,0,1,0.0
144175,1,0.2258,38,0,1.2562,5305.9,5,0,0,0,0.0
144176,0,0.0153,57,1,1.1694,2611.07,3,0,0,0,0.0
144177,0,0.7058,52,0,0.5943,5046.45,4,0,0,0,0.0
144178,0,0.2168,43,1,0.8928,686.71,6,0,0,0,1.0
144179,0,0.393,48,0,0.1064,1617.7,13,0,2,0,1.0
144180,0,0.2405,76,0,0.3067,9004.85,9,0,1,0,1.0
144181,0,0.4026,50,0,0.4611,568.41,6,0,2,0,0.0
144182,1,0.148,66,0,0.5203,,8,0,0,0,0.0
144183,1,0.5443,28,1,2.1629,4562.75,7,0,1,0,0.0
144184,0,0.528,76,0,0.2678,3150.67,9,0,1,0,1.0
144185,0,0.1589,75,1,0.0681,2920.76,7,0,0,0,0.0
144186,0,0.0634,33,1,0.4175,2358.95,9,0,0,0,1.0
144187,1,0.1268,23,1,0.0637,,5,0,2,0,2.0
144188,0,0.4073,51,0,0.4482,4972.78,4,0,0,0,1.0
144189,0,0.1128,78,0,0.0595,3049.17,13,0,2,0,2.0
144190,0,0.3952,58,0,3.0,,7,1,2,0,
144191,0,0.271,49,0,0.2692,1011.62,8,0,3,0,2.0
144192,0,0.2005,38,0,0.1081,5112.83,12,0,1,0,0.0
144193,0,0.335,46,0,0.142,1406.72,11,0,1,0,1.0
144194,0,0.4059,28,1,0.4111,605.7,8,0,3,1,1.0
144195,0,0.1868,74,0,0.1356,1477.55,9,0,2,0,0.0
144196,0,0.1298,73,0,0.277,,7,0,1,1,2.0
144197,0,0.1888,73,0,0.2396,,7,0,0,0,0.0
144198,0,0.3555,22,0,0.4495,1032.45,5,0,3,1,0.0
144199,0,0.1096,44,0,0.9642,3813.22,10,0,1,0,0.0
144200,0,0.3768,45,0,0.0805,3433.8,4,0,1,0,0.0
144201,1,0.3551,48,0,0.0887,5218.13,9,1,0,1,1.0
144202,0,0.3252,67,0,0.6673,2740.26,17,0,2,1,0.0
144203,0,0.0925,28,1,0.317,3524.76,7,0,0,0,0.0
144204,0,0.1896,76,1,0.1503,,14,0,0,0,1.0
144205,1,0.4872,30,0,0.1072,2271.62,8,0,1,0,1.0
144206,0,0.3219,60,0,0.0233,,4,0,2,0,0.0
144207,0,0.1944,23,0,0.5343,4273.4,10,0,1,0,0.0
144208,0,0.3014,44,0,0.2071,3419.65,8,0,1,1,0.0
144209,0,0.5565,47,0,1.2819,1853.54,15,0,0,0,1.0
144210,0,0.0941,70,1,0.1393,1501.39,4,0,3,0,1.0
144211,0,0.6265,65,0,0.4093,,8,0,1,0,1.0
144212,1,0.0548,36,0,0.2566,1433.55,9,0,1,0,0.0
144213,0,0.2587,31,0,0.3349,8067.42,14,0,0,1,0.0
144214,0,0.3072,75,0,0.6232,2848.77,8,0,2,0,2.0
144215,0,0.329,26,1,0.211,8299.65,9,0,4,0,0.0
144216,0,0.2576,72,0,0.9114,7652.34,11,1,0,0,3.0
144217,0,0.4516,62,0,0.6732,,7,1,1,0,2.0
144218,0,0.2482,45,0,0.2696,,7,0,0,0,2.0
144219,1,0.4625,45,0,0.8145,,3,0,2,0,1.0
144220,0,0.5003,63,0,0.1377,6330.88,5,0,1,0,0.0
144221,0,0.2007,42,0,0.071,6152.65,10,0,2,0,0.0
144222,0,0.1997,43,0,0.0843,6964.52,5,0,0,1,0.0
144223,0,0.6868,76,0,0.9693,2766.22,11,0,1,0,0.0
144224,1,0.0599,79,0,0.2288,,7,0,1,0,0.0
144225,0,0.3009,21,1,0.1911,1516.72,16,0,3,0,0.0
144226,0,0.052,20,1,0.3371,4395.12,9,0,4,0,0.0
144227,0,0.0717,51,0,0.0697,5459.93,4,1,1,0,0.0
144228,0,0.1938,38,1,0.0542,,3,0,2,0,2.0
144229,0,0.4438,34,0,0.1823,6981.98,13,1,0,1,0.0
144230,0,0.2093,55,0,0.0873,5751.44,10,0,0,0,0.0
144231,0,0.228,51,0,0.1048,3580.64,12,0,1,0,3.0
144232,0,0.1267,61,0,0.2395,4726.66,4,0,0,0,0.0
144233,0,0.5409,29,0,0.1281,,5,1,2,0,1.0
144234,0,0.2909,42,0,1.1721,,4,1,2,1,0.0
144235,1,0.4017,38,1,0.6156,2397.24,14,0,2,0,
144236,0,0.1571,35,0,0.0391,2129.56,7,0,1,0,1.0
144237,0,0.1147,53,0,0.315,,12,0,1,0,2.0
144238,1,0.1652,23,0,0.184,17846.55,15,0,0,0,2.0
144239,0,0.2667,37,0,0.442,,10,0,1,0,1.0
144240,0,0.0343,70,0,0.2156,2311.89,6,2,1,0,2.0
144241,0,0.2057,37,1,0.0925,1742.53,10,0,3,0,0.0
144242,0,0.0959,49,0,0.9766,4529.85,8,0,1,0,3.0
144243,0,0.5487,48,0,0.4196,,5,0,2,0,1.0
144244,0,0.3228,37,1,0.2525,,5,0,2,0,3.0
144245,1,0.0503,68,1,1.0826,2316.44,5,0,0,1,1.0
144246,0,0.3567,74,2,0.5196,5956.45,9,0,2,0,0.0
144247,0,0.3606,47,0,3.0,1448.35,11,0,0,0,0.0
144248,1,0.0575,20,2,0.0762,1991.84,10,1,2,0,1.0
144249,0,0.1621,37,0,0.1177,3366.66,11,0,3,0,0.0
144250,1,0.2524,25,1,0.5236,3464.11,8,0,0,0,0.0
144251,0,0.2031,38,0,0.165,4503.88,9,1,0,0,2.0
144252,0,0.3893,65,1,0.081,1661.67,7,0,2,0,1.0
144253,0,0.2852,40,0,0.6884,,5,0,4,0,0.0
144254,0,0.3853,71,0,0.6496,2751.82,9,0,1,0,0.0
144255,0,0.1687,18,0,0.5162,1995.99,7,0,1,0,2.0
144256,0,0.4918,19,0,1.0085,1895.47,6,0,2,0,0.0
144257,0,0.5254,27,0,0.603,3394.64,9,0,2,1,
144258,0,0.1115,54,0,0.8194,444.16,5,0,1,0,2.0
144259,0,0.2317,75,0,0.1033,2232.51,13,0,1,0,0.0
144260,0,0.0665,47,0,0.6766,3573.76,12,0,1,0,2.0
144261,0,0.3748,68,0,0.0645,,9,0,1,2,1.0
144262,0,0.1967,61,0,0.1873,1590.38,8,0,2,0,1.0
144263,0,0.0352,41,0,3.0,9036.58,7,0,0,0,
144264,0,0.3467,49,0,0.3743,4309.24,5,0,1,0,0.0
144265,0,0.2257,73,0,0.3195,3969.94,8,0,0,0,0.0
144266,0,0.1301,67,2,2.1344,6047.74,12,0,1,0,1.0
144267,0,0.1938,47,0,1.5354,,7,0,0,0,0.0
144268,0,0.2696,55,1,0.0894,,13,0,0,0,0.0
144269,1,0.1821,72,1,0.6307,2583.38,11,0,2,1,0.0
144270,0,0.4763,79,0,0.4622,2928.26,10,0,1,0,1.0
144271,0,0.2538,31,0,0.2042,3413.45,6,0,2,0,0.0
144272,0,0.28,72,0,0.6048,4825.63,5,0,2,0,0.0
144273,0,0.1682,20,0,0.2555,1567.95,12,0,2,0,1.0
144274,0,0.3106,42,0,0.034,814.38,5,0,2,0,0.0
144275,0,0.159,62,0,0.1965,1645.24,12,0,1,0,1.0
144276,0,0.2789,79,0,0.7045,2871.7,6,0,0,0,1.0
144277,0,0.2041,24,1,1.8642,5091.39,7,0,1,1,1.0
144278,1,0.1605,34,0,3.0,8536.99,7,0,1,0,1.0
144279,0,0.0341,58,0,2.4863,7561.46,16,0,2,0,1.0
144280,0,0.5726,44,1,0.3901,,12,0,1,0,1.0
144281,0,0.2114,55,1,0.3244,3099.14,1,0,1,0,1.0
